Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Alloprevotella sp905371275	Alloprevotella	CF19	5	0	0	0	0	5	4	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella sp905371275	Alloprevotella	CF13	5	5	1	5	5	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF14	5	5	1	1	1	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF24	5	5	1	1	1	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF15_17	5	0	0	0	0	5	4	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF15_19	5	0	0	0	0	5	4	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF16	5	0	0	0	0	5	4	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF17_20	5	5	1	1	1	5	4	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella sp905371275	Alloprevotella	CF17_23	5	0	0	0	0	5	4	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella sp905371275	Alloprevotella	CF18	5	5	1	1	1	5	4	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella sp905371275	Alloprevotella	CF20	5	5	1	1	1	5	4	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella sp905371275	Alloprevotella	CF21	5	0	0	0	0	5	4	1	module16	Poorly characterized candidate modules	Poorly characterized
Alloprevotella sp905371275	Alloprevotella	CF23	5	5	1	1	1	5	4	1	module17	Poorly characterized candidate modules	Poorly characterized
Alloprevotella sp905371275	Alloprevotella	CF26	5	5	1	1	1	5	4	1	module18	Intercellular communication signal	Communication signal
Alloprevotella tannerae_A	Alloprevotella	CF0	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF12	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF8	1	0	0	0	0	1	1	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF1	1	1	1	1	1	1	1	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_A	Alloprevotella	CF3	1	0	0	0	0	1	1	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF4	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_A	Alloprevotella	CF7	1	0	0	0	0	1	1	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_A	Alloprevotella	CF2_10	1	0	0	0	0	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF2_4	1	0	0	0	0	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF6	1	0	0	0	0	1	1	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF5	1	1	1	1	1	1	1	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_A	Alloprevotella	CF9_12	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_A	Alloprevotella	CF9_9	1	0	0	0	0	1	1	0	module7	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_A	Alloprevotella	CF10	1	1	1	1	1	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_A	Alloprevotella	CF22	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_A	Alloprevotella	CF25	1	0	0	0	0	1	1	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_A	Alloprevotella	CF11	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF19	1	0	0	0	0	1	1	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF13	1	1	1	2	2	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF14	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF24	1	1	1	1	1	1	1	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF15_17	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF15_19	1	0	0	0	0	1	1	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF16	1	0	0	0	0	1	1	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF17_20	1	1	1	1	1	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF17_23	1	0	0	0	0	1	1	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_A	Alloprevotella	CF18	1	1	1	1	1	1	1	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_A	Alloprevotella	CF20	1	0	0	0	0	1	1	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_A	Alloprevotella	CF21	1	0	0	0	0	1	1	0	module16	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_A	Alloprevotella	CF23	1	1	1	1	1	1	1	0	module17	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_A	Alloprevotella	CF26	1	1	1	1	1	1	1	0	module18	Intercellular communication signal	Communication signal
Alloprevotella tannerae_B	Alloprevotella	CF0	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF12	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF8	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF1	1	1	1	1	1	1	0	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_B	Alloprevotella	CF3	1	0	0	0	0	1	0	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF4	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_B	Alloprevotella	CF7	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_B	Alloprevotella	CF2_10	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF2_4	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF6	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF5	1	1	1	1	1	1	0	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_B	Alloprevotella	CF9_12	1	0	0	0	0	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_B	Alloprevotella	CF9_9	1	1	1	1	1	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_B	Alloprevotella	CF10	1	1	1	1	1	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_B	Alloprevotella	CF22	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_B	Alloprevotella	CF25	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Alloprevotella tannerae_B	Alloprevotella	CF11	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF19	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF13	1	1	1	2	2	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF14	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF24	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF15_17	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF15_19	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF16	1	0	0	0	0	1	0	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF17_20	1	1	1	1	1	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF17_23	1	0	0	0	0	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Alloprevotella tannerae_B	Alloprevotella	CF18	1	1	1	1	1	1	0	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Alloprevotella tannerae_B	Alloprevotella	CF20	1	1	1	1	1	1	0	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Alloprevotella tannerae_B	Alloprevotella	CF21	1	0	0	0	0	1	0	1	module16	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_B	Alloprevotella	CF23	1	1	1	1	1	1	0	1	module17	Poorly characterized candidate modules	Poorly characterized
Alloprevotella tannerae_B	Alloprevotella	CF26	1	1	1	1	1	1	0	1	module18	Intercellular communication signal	Communication signal
Anaerococcus nagyae	Anaerococcus	CF0	4	4	1	1.75	1.75	4	3	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF12	4	4	1	6	6	4	3	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF8	4	4	1	2	2	4	3	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF1	4	4	1	1	1	4	3	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus nagyae	Anaerococcus	CF3	4	4	1	2.5	2.5	4	3	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF4	4	4	1	1	1	4	3	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Anaerococcus nagyae	Anaerococcus	CF7	4	2	0.5	0.5	1	4	3	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Anaerococcus nagyae	Anaerococcus	CF2_10	4	4	1	1	1	4	3	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF2_4	4	4	1	1	1	4	3	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF6	4	4	1	1	1	4	3	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF5	4	4	1	1	1	4	3	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus nagyae	Anaerococcus	CF9_12	4	0	0	0	0	4	3	1	module7	Poorly characterized candidate modules	Poorly characterized
Anaerococcus nagyae	Anaerococcus	CF9_9	4	4	1	1	1	4	3	1	module7	Poorly characterized candidate modules	Poorly characterized
Anaerococcus nagyae	Anaerococcus	CF10	4	4	1	1	1	4	3	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus nagyae	Anaerococcus	CF22	4	0	0	0	0	4	3	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus nagyae	Anaerococcus	CF25	4	0	0	0	0	4	3	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus nagyae	Anaerococcus	CF11	4	4	1	1.25	1.25	4	3	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF19	4	0	0	0	0	4	3	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF13	4	4	1	1	1	4	3	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF14	4	4	1	1	1	4	3	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF24	4	4	1	1	1	4	3	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF15_17	4	4	1	1	1	4	3	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF15_19	4	0	0	0	0	4	3	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF16	4	4	1	1	1	4	3	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF17_20	4	0	0	0	0	4	3	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF17_23	4	4	1	1	1	4	3	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus nagyae	Anaerococcus	CF18	4	4	1	1	1	4	3	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Anaerococcus nagyae	Anaerococcus	CF20	4	4	1	1	1	4	3	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus nagyae	Anaerococcus	CF21	4	4	1	1	1	4	3	1	module16	Poorly characterized candidate modules	Poorly characterized
Anaerococcus nagyae	Anaerococcus	CF23	4	0	0	0	0	4	3	1	module17	Poorly characterized candidate modules	Poorly characterized
Anaerococcus nagyae	Anaerococcus	CF26	4	0	0	0	0	4	3	1	module18	Intercellular communication signal	Communication signal
Anaerococcus octavius	Anaerococcus	CF0	10	9	0.9	0.9	1	10	2	8	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF12	10	10	1	9.1	9.1	10	2	8	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF8	10	9	0.9	1.9	2.11111111111111	10	2	8	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF1	10	10	1	1	1	10	2	8	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus octavius	Anaerococcus	CF3	10	10	1	3	3	10	2	8	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF4	10	10	1	1.1	1.1	10	2	8	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Anaerococcus octavius	Anaerococcus	CF7	10	9	0.9	0.9	1	10	2	8	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Anaerococcus octavius	Anaerococcus	CF2_10	10	10	1	1	1	10	2	8	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF2_4	10	10	1	1	1	10	2	8	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF6	10	10	1	1	1	10	2	8	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF5	10	9	0.9	0.9	1	10	2	8	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus octavius	Anaerococcus	CF9_12	10	0	0	0	0	10	2	8	module7	Poorly characterized candidate modules	Poorly characterized
Anaerococcus octavius	Anaerococcus	CF9_9	10	10	1	1	1	10	2	8	module7	Poorly characterized candidate modules	Poorly characterized
Anaerococcus octavius	Anaerococcus	CF10	10	10	1	1	1	10	2	8	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus octavius	Anaerococcus	CF22	10	0	0	0	0	10	2	8	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus octavius	Anaerococcus	CF25	10	0	0	0	0	10	2	8	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Anaerococcus octavius	Anaerococcus	CF11	10	10	1	2	2	10	2	8	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF19	10	0	0	0	0	10	2	8	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Anaerococcus octavius	Anaerococcus	CF13	10	10	1	1.1	1.1	10	2	8	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus octavius	Anaerococcus	CF14	10	10	1	1	1	10	2	8	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus octavius	Anaerococcus	CF24	10	9	0.9	0.9	1	10	2	8	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus octavius	Anaerococcus	CF15_17	10	9	0.9	0.9	1	10	2	8	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus octavius	Anaerococcus	CF15_19	10	0	0	0	0	10	2	8	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Anaerococcus octavius	Anaerococcus	CF16	10	10	1	1	1	10	2	8	module12	Translation and RNA-centered regulation	Translation/RNA regulation
