Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Prevotella sp002265625	Prevotella	CF23	1	1	1	1	1	1	1	0	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp002265625	Prevotella	CF26	1	1	1	1	1	1	1	0	module18	Intercellular communication signal	Communication signal
Prevotella sp013333285	Prevotella	CF0	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF12	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF8	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF1	1	1	1	1	1	1	0	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp013333285	Prevotella	CF3	1	0	0	0	0	1	0	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF4	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp013333285	Prevotella	CF7	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp013333285	Prevotella	CF2_10	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF2_4	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF6	1	1	1	1	1	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF5	1	1	1	1	1	1	0	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp013333285	Prevotella	CF9_12	1	0	0	0	0	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp013333285	Prevotella	CF9_9	1	1	1	1	1	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp013333285	Prevotella	CF10	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp013333285	Prevotella	CF22	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp013333285	Prevotella	CF25	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp013333285	Prevotella	CF11	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF19	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF13	1	1	1	3	3	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF14	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF24	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF15_17	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF15_19	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF16	1	0	0	0	0	1	0	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF17_20	1	0	0	0	0	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF17_23	1	0	0	0	0	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp013333285	Prevotella	CF18	1	1	1	1	1	1	0	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp013333285	Prevotella	CF20	1	1	1	1	1	1	0	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp013333285	Prevotella	CF21	1	0	0	0	0	1	0	1	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp013333285	Prevotella	CF23	1	1	1	1	1	1	0	1	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp013333285	Prevotella	CF26	1	1	1	1	1	1	0	1	module18	Intercellular communication signal	Communication signal
Prevotella sp900547085	Prevotella	CF0	5	0	0	0	0	5	4	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF12	5	0	0	0	0	5	4	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF8	5	0	0	0	0	5	4	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF1	5	5	1	1	1	5	4	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900547085	Prevotella	CF3	5	0	0	0	0	5	4	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF4	5	0	0	0	0	5	4	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900547085	Prevotella	CF7	5	0	0	0	0	5	4	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900547085	Prevotella	CF2_10	5	5	1	1	1	5	4	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF2_4	5	5	1	1	1	5	4	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF6	5	5	1	1	1	5	4	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF5	5	5	1	1	1	5	4	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900547085	Prevotella	CF9_12	5	0	0	0	0	5	4	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900547085	Prevotella	CF9_9	5	5	1	1	1	5	4	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900547085	Prevotella	CF10	5	1	0.2	0.2	1	5	4	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900547085	Prevotella	CF22	5	0	0	0	0	5	4	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900547085	Prevotella	CF25	5	0	0	0	0	5	4	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900547085	Prevotella	CF11	5	0	0	0	0	5	4	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF19	5	0	0	0	0	5	4	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF13	5	5	1	3	3	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF14	5	5	1	1	1	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF24	5	5	1	1	1	5	4	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF15_17	5	0	0	0	0	5	4	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF15_19	5	0	0	0	0	5	4	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF16	5	0	0	0	0	5	4	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF17_20	5	5	1	1	1	5	4	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF17_23	5	0	0	0	0	5	4	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900547085	Prevotella	CF18	5	5	1	1	1	5	4	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900547085	Prevotella	CF20	5	5	1	1	1	5	4	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900547085	Prevotella	CF21	5	5	1	1	1	5	4	1	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900547085	Prevotella	CF23	5	4	0.8	0.8	1	5	4	1	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900547085	Prevotella	CF26	5	5	1	1	1	5	4	1	module18	Intercellular communication signal	Communication signal
Prevotella sp900548585	Prevotella	CF0	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF12	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF8	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF1	2	2	1	1	1	2	2	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900548585	Prevotella	CF3	2	0	0	0	0	2	2	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF4	2	0	0	0	0	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900548585	Prevotella	CF7	2	0	0	0	0	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900548585	Prevotella	CF2_10	2	0	0	0	0	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF2_4	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF6	2	0	0	0	0	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF5	2	2	1	1	1	2	2	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900548585	Prevotella	CF9_12	2	0	0	0	0	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900548585	Prevotella	CF9_9	2	2	1	1	1	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900548585	Prevotella	CF10	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900548585	Prevotella	CF22	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900548585	Prevotella	CF25	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp900548585	Prevotella	CF11	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF19	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF13	2	2	1	2	2	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF14	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF24	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF15_17	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF15_19	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF16	2	0	0	0	0	2	2	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF17_20	2	2	1	1	1	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF17_23	2	0	0	0	0	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp900548585	Prevotella	CF18	2	2	1	1	1	2	2	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp900548585	Prevotella	CF20	2	2	1	1	1	2	2	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp900548585	Prevotella	CF21	2	0	0	0	0	2	2	0	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900548585	Prevotella	CF23	2	0	0	0	0	2	2	0	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp900548585	Prevotella	CF26	2	2	1	1	1	2	2	0	module18	Intercellular communication signal	Communication signal
Prevotella sp902465605	Prevotella	CF0	5	0	0	0	0	5	0	5	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF12	5	0	0	0	0	5	0	5	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF8	5	0	0	0	0	5	0	5	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF1	5	5	1	1	1	5	0	5	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp902465605	Prevotella	CF3	5	0	0	0	0	5	0	5	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF4	5	0	0	0	0	5	0	5	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp902465605	Prevotella	CF7	5	0	0	0	0	5	0	5	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp902465605	Prevotella	CF2_10	5	5	1	1	1	5	0	5	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF2_4	5	5	1	1	1	5	0	5	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF6	5	5	1	1	1	5	0	5	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF5	5	5	1	1	1	5	0	5	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp902465605	Prevotella	CF9_12	5	0	0	0	0	5	0	5	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp902465605	Prevotella	CF9_9	5	5	1	1	1	5	0	5	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp902465605	Prevotella	CF10	5	5	1	1	1	5	0	5	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp902465605	Prevotella	CF22	5	0	0	0	0	5	0	5	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp902465605	Prevotella	CF25	5	0	0	0	0	5	0	5	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp902465605	Prevotella	CF11	5	0	0	0	0	5	0	5	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF19	5	0	0	0	0	5	0	5	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF13	5	5	1	3	3	5	0	5	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF14	5	5	1	1	1	5	0	5	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF24	5	5	1	1	1	5	0	5	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF15_17	5	0	0	0	0	5	0	5	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF15_19	5	0	0	0	0	5	0	5	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF16	5	0	0	0	0	5	0	5	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF17_20	5	5	1	1	1	5	0	5	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF17_23	5	0	0	0	0	5	0	5	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp902465605	Prevotella	CF18	5	5	1	1	1	5	0	5	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp902465605	Prevotella	CF20	5	5	1	1	1	5	0	5	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp902465605	Prevotella	CF21	5	5	1	1	1	5	0	5	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp902465605	Prevotella	CF23	5	5	1	1	1	5	0	5	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp902465605	Prevotella	CF26	5	5	1	1	1	5	0	5	module18	Intercellular communication signal	Communication signal
Prevotella sp905372445	Prevotella	CF0	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF12	1	1	1	1	1	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF8	1	0	0	0	0	1	0	1	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF1	1	1	1	1	1	1	0	1	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp905372445	Prevotella	CF3	1	0	0	0	0	1	0	1	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF4	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp905372445	Prevotella	CF7	1	0	0	0	0	1	0	1	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp905372445	Prevotella	CF2_10	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF2_4	1	1	1	1	1	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF6	1	0	0	0	0	1	0	1	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF5	1	1	1	1	1	1	0	1	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp905372445	Prevotella	CF9_12	1	0	0	0	0	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp905372445	Prevotella	CF9_9	1	1	1	1	1	1	0	1	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp905372445	Prevotella	CF10	1	1	1	1	1	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp905372445	Prevotella	CF22	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp905372445	Prevotella	CF25	1	0	0	0	0	1	0	1	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp905372445	Prevotella	CF11	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF19	1	0	0	0	0	1	0	1	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF13	1	1	1	4	4	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF14	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF24	1	1	1	1	1	1	0	1	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF15_17	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF15_19	1	0	0	0	0	1	0	1	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF16	1	0	0	0	0	1	0	1	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF17_20	1	1	1	1	1	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF17_23	1	0	0	0	0	1	0	1	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp905372445	Prevotella	CF18	1	1	1	1	1	1	0	1	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp905372445	Prevotella	CF20	1	1	1	1	1	1	0	1	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp905372445	Prevotella	CF21	1	0	0	0	0	1	0	1	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp905372445	Prevotella	CF23	1	1	1	1	1	1	0	1	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp905372445	Prevotella	CF26	1	1	1	2	2	1	0	1	module18	Intercellular communication signal	Communication signal
Prevotella sp938028745	Prevotella	CF0	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF12	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF8	2	0	0	0	0	2	2	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF1	2	2	1	1.5	1.5	2	2	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp938028745	Prevotella	CF3	2	0	0	0	0	2	2	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF4	2	0	0	0	0	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp938028745	Prevotella	CF7	2	0	0	0	0	2	2	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp938028745	Prevotella	CF2_10	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF2_4	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF6	2	2	1	1	1	2	2	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF5	2	2	1	1	1	2	2	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp938028745	Prevotella	CF9_12	2	0	0	0	0	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp938028745	Prevotella	CF9_9	2	2	1	1	1	2	2	0	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella sp938028745	Prevotella	CF10	2	2	1	1	1	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp938028745	Prevotella	CF22	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp938028745	Prevotella	CF25	2	0	0	0	0	2	2	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella sp938028745	Prevotella	CF11	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF19	2	0	0	0	0	2	2	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF13	2	2	1	1.5	1.5	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF14	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF24	2	2	1	1	1	2	2	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF15_17	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF15_19	2	0	0	0	0	2	2	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF16	2	0	0	0	0	2	2	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF17_20	2	2	1	1	1	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF17_23	2	0	0	0	0	2	2	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella sp938028745	Prevotella	CF18	2	2	1	1	1	2	2	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella sp938028745	Prevotella	CF20	2	2	1	1	1	2	2	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Prevotella sp938028745	Prevotella	CF21	2	0	0	0	0	2	2	0	module16	Poorly characterized candidate modules	Poorly characterized
Prevotella sp938028745	Prevotella	CF23	2	2	1	1	1	2	2	0	module17	Poorly characterized candidate modules	Poorly characterized
Prevotella sp938028745	Prevotella	CF26	2	2	1	1	1	2	2	0	module18	Intercellular communication signal	Communication signal
Prevotella timonensis	Prevotella	CF0	10	0	0	0	0	10	4	6	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF12	10	2	0.2	0.2	1	10	4	6	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF8	10	0	0	0	0	10	4	6	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF1	10	10	1	1	1	10	4	6	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis	Prevotella	CF3	10	0	0	0	0	10	4	6	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF4	10	0	0	0	0	10	4	6	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis	Prevotella	CF7	10	0	0	0	0	10	4	6	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Prevotella timonensis	Prevotella	CF2_10	10	9	0.9	0.9	1	10	4	6	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF2_4	10	10	1	1	1	10	4	6	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF6	10	10	1	1	1	10	4	6	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF5	10	10	1	1	1	10	4	6	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis	Prevotella	CF9_12	10	0	0	0	0	10	4	6	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis	Prevotella	CF9_9	10	10	1	1	1	10	4	6	module7	Poorly characterized candidate modules	Poorly characterized
Prevotella timonensis	Prevotella	CF10	10	10	1	1	1	10	4	6	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis	Prevotella	CF22	10	1	0.1	0.1	1	10	4	6	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis	Prevotella	CF25	10	0	0	0	0	10	4	6	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Prevotella timonensis	Prevotella	CF11	10	0	0	0	0	10	4	6	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Prevotella timonensis	Prevotella	CF19	10	0	0	0	0	10	4	6	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
