phylum,CF_id,positive_species,total_species_in_phylum,percentage
JAJYCY01,CF12,5,5,100.0
JAJYCY01,CF13,5,5,100.0
JAJYCY01,CF14,5,5,100.0
JAJYCY01,CF16,3,5,60.0
JAJYCY01,CF24,4,5,80.0
JAKLEM01,CF12,3,4,75.0
JAKLEM01,CF13,3,4,75.0
JAKLEM01,CF14,3,4,75.0
JALSQH01,CF12,2,2,100.0
JALSQH01,CF14,2,2,100.0
JALSQH01,CF15_17,2,2,100.0
JALSQH01,CF16,1,2,50.0
JALSQH01,CF24,2,2,100.0
JAMCPX01,CF12,11,32,34.375
JAMCPX01,CF15_17,10,32,31.25
JAMCPX01,CF18,3,32,9.375
JAMCPX01,CF24,10,32,31.25
JAMCPX01,CF6,4,32,12.5
JAMCPX01,CF7,1,32,3.125
JAMORN01,CF12,1,1,100.0
JAMORN01,CF14,1,1,100.0
JAMORN01,CF23,1,1,100.0
JAMORN01,CF24,1,1,100.0
JAMORN01,CF6,1,1,100.0
JAMOTN01,CF12,1,1,100.0
JAMOTN01,CF14,1,1,100.0
JAMOTN01,CF24,1,1,100.0
JAMOTN01,CF5,1,1,100.0
JANLFM01,CF12,7,10,70.0
JANLFM01,CF13,6,10,60.0
JANLFM01,CF14,2,10,20.0
JANLFM01,CF17_20,3,10,30.0
JANLFM01,CF20,1,10,10.0
JANLFM01,CF21,1,10,10.0
JANLFM01,CF2_10,1,10,10.0
JANLFM01,CF2_4,1,10,10.0
JANLFM01,CF5,5,10,50.0
JAPLJL01,CF12,3,3,100.0
JAPLJL01,CF13,3,3,100.0
JAPLJL01,CF14,1,3,33.33333333333333
JAPLJL01,CF15_17,3,3,100.0
JAPLJL01,CF23,3,3,100.0
JAPLJL01,CF24,2,3,66.66666666666666
JAUVQV01,CF12,3,3,100.0
JAUVQV01,CF13,3,3,100.0
JAUVQV01,CF14,1,3,33.33333333333333
JAUVQV01,CF15_17,3,3,100.0
JAUVQV01,CF21,2,3,66.66666666666666
JAUVQV01,CF24,3,3,100.0
JAUVQV01,CF6,1,3,33.33333333333333
JAUVQV01,CF7,1,3,33.33333333333333
JAUXIB01,CF12,1,1,100.0
JAUXIB01,CF13,1,1,100.0
JAUXIQ01,CF12,1,1,100.0
JAUXIQ01,CF13,1,1,100.0
JAUXIQ01,CF24,1,1,100.0
JAUXIQ01,CF5,1,1,100.0
JAUXIQ01,CF6,1,1,100.0
JAUYMQ01,CF12,2,2,100.0
JAUYMQ01,CF13,2,2,100.0
JAUYMQ01,CF14,2,2,100.0
JAUYMQ01,CF15_17,2,2,100.0
JAUYMQ01,CF24,2,2,100.0
JAWLBW01,CF12,2,2,100.0
JAWLBW01,CF13,2,2,100.0
JAWLBW01,CF14,2,2,100.0
JAWLBW01,CF15_17,2,2,100.0
JAWLBW01,CF16,2,2,100.0
JAWLBW01,CF23,1,2,50.0
JAWLBW01,CF24,2,2,100.0
JAWLBW01,CF4,1,2,50.0
JAZFTZ01,CF12,1,1,100.0
JAZFTZ01,CF15_17,1,1,100.0
JAZFTZ01,CF24,1,1,100.0
JBBIVP01,CF12,1,1,100.0
JBBIVP01,CF13,1,1,100.0
JBBIVP01,CF15_17,1,1,100.0
JBBIVP01,CF24,1,1,100.0
JBFMHD01,CF12,1,1,100.0
JBFMHD01,CF14,1,1,100.0
JBFMHD01,CF24,1,1,100.0
JBFMHD01,CF5,1,1,100.0
Joyebacterota,CF12,20,32,62.5
Joyebacterota,CF13,19,32,59.375
Joyebacterota,CF14,20,32,62.5
Joyebacterota,CF24,1,32,3.125
Joyebacterota,CF6,17,32,53.125
Joyebacterota,CF9_9,17,32,53.125
Krumholzibacteriota,CF12,119,164,72.5609756097561
Krumholzibacteriota,CF13,113,164,68.90243902439023
Krumholzibacteriota,CF14,101,164,61.58536585365854
Krumholzibacteriota,CF16,5,164,3.048780487804878
Krumholzibacteriota,CF17_20,7,164,4.2682926829268295
Krumholzibacteriota,CF18,18,164,10.975609756097562
Krumholzibacteriota,CF20,1,164,0.6097560975609756
Krumholzibacteriota,CF21,20,164,12.195121951219512
Krumholzibacteriota,CF23,4,164,2.4390243902439024
Krumholzibacteriota,CF24,5,164,3.048780487804878
Krumholzibacteriota,CF25,1,164,0.6097560975609756
Krumholzibacteriota,CF2_10,7,164,4.2682926829268295
Krumholzibacteriota,CF2_4,9,164,5.487804878048781
Krumholzibacteriota,CF5,1,164,0.6097560975609756
Krumholzibacteriota,CF6,21,164,12.804878048780488
Krumholzibacteriota,CF7,22,164,13.414634146341465
Krumholzibacteriota,CF9_9,76,164,46.34146341463415
Latescibacterota,CF1,12,194,6.185567010309279
Latescibacterota,CF12,92,194,47.42268041237113
Latescibacterota,CF13,84,194,43.29896907216495
Latescibacterota,CF14,80,194,41.23711340206185
Latescibacterota,CF16,2,194,1.0309278350515463
Latescibacterota,CF18,1,194,0.5154639175257731
Latescibacterota,CF20,2,194,1.0309278350515463
Latescibacterota,CF23,2,194,1.0309278350515463
Latescibacterota,CF24,87,194,44.84536082474227
Latescibacterota,CF2_10,1,194,0.5154639175257731
Latescibacterota,CF2_4,1,194,0.5154639175257731
Latescibacterota,CF4,21,194,10.824742268041238
Latescibacterota,CF6,46,194,23.711340206185564
Latescibacterota,CF7,8,194,4.123711340206185
Latescibacterota,CF9_9,46,194,23.711340206185564
Lernaellota,CF12,12,17,70.58823529411765
Lernaellota,CF13,12,17,70.58823529411765
Lernaellota,CF14,12,17,70.58823529411765
Lernaellota,CF15_17,10,17,58.82352941176471
Lernaellota,CF18,1,17,5.88235294117647
Lernaellota,CF24,12,17,70.58823529411765
Lernaellota,CF6,11,17,64.70588235294117
Lernaellota,CF7,5,17,29.411764705882355
Lindowbacteria,CF12,3,4,75.0
Lindowbacteria,CF13,3,4,75.0
Lindowbacteria,CF14,2,4,50.0
Lindowbacteria,CF15_17,1,4,25.0
Lindowbacteria,CF16,1,4,25.0
Lindowbacteria,CF23,1,4,25.0
Lindowbacteria,CF5,3,4,75.0
Lindowbacteria,CF6,1,4,25.0
Lithacetigenota,CF12,4,6,66.66666666666666
Lithacetigenota,CF13,2,6,33.33333333333333
Lithacetigenota,CF15_17,4,6,66.66666666666666
Lithacetigenota,CF2_4,1,6,16.666666666666664
Lithacetigenota,CF5,4,6,66.66666666666666
Margulisbacteria,CF0,5,184,2.717391304347826
Margulisbacteria,CF12,107,184,58.152173913043484
Margulisbacteria,CF13,81,184,44.02173913043478
Margulisbacteria,CF14,78,184,42.391304347826086
Margulisbacteria,CF16,28,184,15.217391304347828
Margulisbacteria,CF17_20,13,184,7.065217391304348
Margulisbacteria,CF18,2,184,1.0869565217391304
Margulisbacteria,CF22,1,184,0.5434782608695652
Margulisbacteria,CF23,2,184,1.0869565217391304
Margulisbacteria,CF24,1,184,0.5434782608695652
Margulisbacteria,CF25,4,184,2.1739130434782608
Margulisbacteria,CF8,5,184,2.717391304347826
Marinisomatota,CF1,36,924,3.896103896103896
Marinisomatota,CF12,287,924,31.060606060606062
Marinisomatota,CF13,168,924,18.181818181818183
Marinisomatota,CF14,226,924,24.458874458874458
Marinisomatota,CF15_17,1,924,0.10822510822510822
Marinisomatota,CF16,51,924,5.51948051948052
Marinisomatota,CF17_20,24,924,2.5974025974025974
Marinisomatota,CF18,3,924,0.3246753246753247
Marinisomatota,CF19,2,924,0.21645021645021645
Marinisomatota,CF20,13,924,1.406926406926407
Marinisomatota,CF23,1,924,0.10822510822510822
Marinisomatota,CF24,13,924,1.406926406926407
Marinisomatota,CF2_10,33,924,3.571428571428571
Marinisomatota,CF2_4,38,924,4.112554112554113
Marinisomatota,CF5,81,924,8.766233766233766
Marinisomatota,CF6,17,924,1.83982683982684
Marinisomatota,CF7,9,924,0.974025974025974
Marinisomatota,CF9_9,134,924,14.502164502164502
Mcinerneyibacteriota,CF12,4,12,33.33333333333333
Mcinerneyibacteriota,CF13,4,12,33.33333333333333
Mcinerneyibacteriota,CF14,4,12,33.33333333333333
Mcinerneyibacteriota,CF16,3,12,25.0
Mcinerneyibacteriota,CF17_20,3,12,25.0
Mcinerneyibacteriota,CF24,3,12,25.0
Mcinerneyibacteriota,CF2_4,1,12,8.333333333333332
Mcinerneyibacteriota,CF5,1,12,8.333333333333332
Mcinerneyibacteriota,CF6,1,12,8.333333333333332
Mcinerneyibacteriota,CF9_9,3,12,25.0
Methylomirabilota,CF12,174,258,67.44186046511628
Methylomirabilota,CF13,142,258,55.03875968992248
Methylomirabilota,CF14,23,258,8.914728682170542
Methylomirabilota,CF15_17,164,258,63.565891472868216
Methylomirabilota,CF16,5,258,1.937984496124031
Methylomirabilota,CF17_20,1,258,0.3875968992248062
Methylomirabilota,CF18,10,258,3.875968992248062
Methylomirabilota,CF21,42,258,16.27906976744186
Methylomirabilota,CF23,14,258,5.426356589147287
Methylomirabilota,CF24,150,258,58.139534883720934
Methylomirabilota,CF2_10,1,258,0.3875968992248062
Methylomirabilota,CF2_4,1,258,0.3875968992248062
Methylomirabilota,CF4,92,258,35.65891472868217
Methylomirabilota,CF5,33,258,12.790697674418606
Methylomirabilota,CF6,98,258,37.98449612403101
Methylomirabilota,CF7,11,258,4.263565891472868
Moduliflexota,CF1,1,6,16.666666666666664
Moduliflexota,CF12,6,6,100.0
Moduliflexota,CF13,6,6,100.0
Moduliflexota,CF14,6,6,100.0
Moduliflexota,CF17_20,4,6,66.66666666666666
Moduliflexota,CF18,3,6,50.0
Moduliflexota,CF21,3,6,50.0
Moduliflexota,CF22,1,6,16.666666666666664
Moduliflexota,CF24,6,6,100.0
Moduliflexota,CF2_10,3,6,50.0
Moduliflexota,CF2_4,3,6,50.0
Moduliflexota,CF5,5,6,83.33333333333334
Moduliflexota,CF6,1,6,16.666666666666664
Moduliflexota,CF9_9,4,6,66.66666666666666
Muiribacteriota,CF1,5,79,6.329113924050633
Muiribacteriota,CF10,5,79,6.329113924050633
Muiribacteriota,CF12,56,79,70.88607594936708
Muiribacteriota,CF13,55,79,69.62025316455697
Muiribacteriota,CF14,51,79,64.55696202531645
Muiribacteriota,CF15_17,52,79,65.82278481012658
Muiribacteriota,CF16,35,79,44.303797468354425
Muiribacteriota,CF17_20,28,79,35.44303797468354
Muiribacteriota,CF18,1,79,1.2658227848101267
Muiribacteriota,CF19,1,79,1.2658227848101267
Muiribacteriota,CF22,2,79,2.5316455696202533
Muiribacteriota,CF23,3,79,3.79746835443038
Muiribacteriota,CF24,49,79,62.0253164556962
Muiribacteriota,CF26,1,79,1.2658227848101267
Muiribacteriota,CF2_10,19,79,24.050632911392405
Muiribacteriota,CF2_4,33,79,41.77215189873418
Muiribacteriota,CF3,1,79,1.2658227848101267
Muiribacteriota,CF5,47,79,59.49367088607595
Muiribacteriota,CF6,19,79,24.050632911392405
Muiribacteriota,CF7,11,79,13.924050632911392
Muiribacteriota,CF9_9,11,79,13.924050632911392
Myxococcota,CF0,72,1941,3.7094281298299845
Myxococcota,CF1,366,1941,18.856259659969087
Myxococcota,CF11,49,1941,2.5244719216898504
Myxococcota,CF12,1282,1941,66.04842864502834
Myxococcota,CF13,1272,1941,65.53323029366305
Myxococcota,CF14,1075,1941,55.383822771767136
Myxococcota,CF15_17,1094,1941,56.36269963936116
Myxococcota,CF16,903,1941,46.52241112828439
Myxococcota,CF17_20,349,1941,17.980422462648118
Myxococcota,CF18,111,1941,5.7187017001545595
Myxococcota,CF19,20,1941,1.0303967027305512
Myxococcota,CF20,15,1941,0.7727975270479135
Myxococcota,CF21,550,1941,28.335909325090157
Myxococcota,CF22,22,1941,1.1334363730036066
Myxococcota,CF23,99,1941,5.1004636785162285
Myxococcota,CF24,1213,1941,62.49356002060793
Myxococcota,CF25,1,1941,0.05151983513652757
Myxococcota,CF26,8,1941,0.41215868109222054
Myxococcota,CF2_10,87,1941,4.482225656877898
Myxococcota,CF2_4,149,1941,7.676455435342606
Myxococcota,CF3,14,1941,0.7212776919113859
Myxococcota,CF4,484,1941,24.935600206079343
Myxococcota,CF5,408,1941,21.020092735703248
Myxococcota,CF6,140,1941,7.212776919113859
Myxococcota,CF7,406,1941,20.917053065430192
Myxococcota,CF8,74,1941,3.81246780010304
Myxococcota,CF9_9,207,1941,10.664605873261205
Myxococcota_A,CF12,154,222,69.36936936936937
Myxococcota_A,CF13,149,222,67.11711711711712
Myxococcota_A,CF14,141,222,63.51351351351351
Myxococcota_A,CF15_17,137,222,61.711711711711715
Myxococcota_A,CF16,24,222,10.81081081081081
Myxococcota_A,CF17_20,5,222,2.2522522522522523
Myxococcota_A,CF18,53,222,23.873873873873876
Myxococcota_A,CF19,2,222,0.9009009009009009
Myxococcota_A,CF21,55,222,24.774774774774773
Myxococcota_A,CF23,7,222,3.153153153153153
Myxococcota_A,CF24,132,222,59.45945945945946
Myxococcota_A,CF4,52,222,23.423423423423422
Myxococcota_A,CF5,2,222,0.9009009009009009
Myxococcota_A,CF6,7,222,3.153153153153153
Myxococcota_A,CF7,22,222,9.90990990990991
Myxococcota_A,CF9_9,1,222,0.45045045045045046
NPL-UPA2,CF12,10,11,90.9090909090909
NPL-UPA2,CF15_17,2,11,18.181818181818183
NPL-UPA2,CF24,3,11,27.27272727272727
Nitrospinota,CF1,1,216,0.4629629629629629
Nitrospinota,CF12,118,216,54.629629629629626
Nitrospinota,CF13,105,216,48.61111111111111
Nitrospinota,CF14,97,216,44.907407407407405
Nitrospinota,CF16,60,216,27.77777777777778
Nitrospinota,CF17_20,1,216,0.4629629629629629
Nitrospinota,CF18,1,216,0.4629629629629629
Nitrospinota,CF24,101,216,46.75925925925926
Nitrospinota,CF2_10,1,216,0.4629629629629629
Nitrospinota,CF2_4,1,216,0.4629629629629629
Nitrospinota,CF6,46,216,21.296296296296298
Nitrospinota,CF7,6,216,2.7777777777777777
Nitrospirota,CF1,79,1375,5.745454545454545
Nitrospirota,CF12,775,1375,56.36363636363636
Nitrospirota,CF13,647,1375,47.054545454545455
Nitrospirota,CF14,456,1375,33.163636363636364
Nitrospirota,CF15_17,681,1375,49.527272727272724
Nitrospirota,CF16,290,1375,21.09090909090909
Nitrospirota,CF17_20,8,1375,0.5818181818181818
Nitrospirota,CF18,120,1375,8.727272727272728
Nitrospirota,CF19,1,1375,0.07272727272727272
Nitrospirota,CF20,2,1375,0.14545454545454545
Nitrospirota,CF21,204,1375,14.836363636363636
Nitrospirota,CF22,27,1375,1.9636363636363636
Nitrospirota,CF23,35,1375,2.5454545454545454
Nitrospirota,CF24,656,1375,47.709090909090904
Nitrospirota,CF25,10,1375,0.7272727272727273
Nitrospirota,CF4,1,1375,0.07272727272727272
Nitrospirota,CF6,36,1375,2.618181818181818
Nitrospirota,CF7,154,1375,11.200000000000001
Nitrospirota_A,CF12,27,194,13.917525773195877
Nitrospirota_A,CF13,27,194,13.917525773195877
Nitrospirota_A,CF14,25,194,12.886597938144329
Nitrospirota_A,CF15_17,24,194,12.371134020618557
Nitrospirota_A,CF24,25,194,12.886597938144329
Nitrospirota_A,CF7,3,194,1.5463917525773196
Nitrospirota_B,CF12,4,4,100.0
Nitrospirota_B,CF13,4,4,100.0
Nitrospirota_B,CF14,4,4,100.0
Nitrospirota_B,CF15_17,4,4,100.0
Nitrospirota_B,CF16,4,4,100.0
Nitrospirota_B,CF24,4,4,100.0
Omnitrophota,CF10,3,969,0.30959752321981426
Omnitrophota,CF12,657,969,67.80185758513932
Omnitrophota,CF13,468,969,48.297213622291025
Omnitrophota,CF14,53,969,5.469556243550051
Omnitrophota,CF15_17,1,969,0.10319917440660474
Omnitrophota,CF16,1,969,0.10319917440660474
Omnitrophota,CF17_20,3,969,0.30959752321981426
Omnitrophota,CF18,27,969,2.786377708978328
Omnitrophota,CF19,1,969,0.10319917440660474
Omnitrophota,CF22,10,969,1.0319917440660475
Omnitrophota,CF23,1,969,0.10319917440660474
Omnitrophota,CF24,356,969,36.738906088751285
Omnitrophota,CF25,4,969,0.41279669762641896
Omnitrophota,CF6,80,969,8.25593395252838
Omnitrophota,CF7,4,969,0.41279669762641896
Omnitrophota,CF8,2,969,0.20639834881320948
Orphanbacterota,CF12,7,9,77.77777777777779
Orphanbacterota,CF13,7,9,77.77777777777779
Orphanbacterota,CF14,4,9,44.44444444444444
Orphanbacterota,CF18,4,9,44.44444444444444
Orphanbacterota,CF2_10,2,9,22.22222222222222
Orphanbacterota,CF2_4,2,9,22.22222222222222
Orphanbacterota,CF6,3,9,33.33333333333333
Orphanbacterota,CF7,1,9,11.11111111111111
Orphanbacterota,CF9_9,5,9,55.55555555555556
PUNC01,CF12,7,12,58.333333333333336
PUNC01,CF13,4,12,33.33333333333333
PUNC01,CF14,7,12,58.333333333333336
PUNC01,CF18,1,12,8.333333333333332
PUNC01,CF24,6,12,50.0
PUNC01,CF2_10,5,12,41.66666666666667
PUNC01,CF2_4,5,12,41.66666666666667
PUNC01,CF5,4,12,33.33333333333333
PUNC01,CF6,4,12,33.33333333333333
Patescibacteriota,CF1,1502,10847,13.847146676500415
Patescibacteriota,CF10,18,10847,0.16594450078362682
Patescibacteriota,CF11,1,10847,0.009219138932423711
Patescibacteriota,CF12,5968,10847,55.01982114870471
Patescibacteriota,CF13,3568,10847,32.8938877108878
Patescibacteriota,CF14,1956,10847,18.03263575182078
Patescibacteriota,CF15_17,3,10847,0.027657416797271135
Patescibacteriota,CF16,2,10847,0.018438277864847422
Patescibacteriota,CF17_20,56,10847,0.5162717802157278
Patescibacteriota,CF18,831,10847,7.661104452844104
Patescibacteriota,CF20,8,10847,0.07375311145938969
Patescibacteriota,CF21,133,10847,1.2261454780123537
Patescibacteriota,CF22,115,10847,1.0602009772287269
Patescibacteriota,CF23,55,10847,0.5070526412833042
Patescibacteriota,CF24,714,10847,6.58246519775053
Patescibacteriota,CF25,32,10847,0.29501244583755876
Patescibacteriota,CF26,25,10847,0.2304784733105928
Patescibacteriota,CF2_10,5,10847,0.046095694662118554
Patescibacteriota,CF2_4,39,10847,0.3595464183645247
Patescibacteriota,CF3,1,10847,0.009219138932423711
Patescibacteriota,CF5,172,10847,1.5856918963768785
Patescibacteriota,CF6,32,10847,0.29501244583755876
Patescibacteriota,CF7,4,10847,0.036876555729694845
Patescibacteriota,CF9_9,64,10847,0.5900248916751175
Planctomycetota,CF0,24,5138,0.46710782405605294
Planctomycetota,CF1,300,5138,5.838847800700662
Planctomycetota,CF10,2,5138,0.038925652004671074
Planctomycetota,CF11,14,5138,0.2724795640326975
Planctomycetota,CF12,3166,5138,61.61930712339432
Planctomycetota,CF13,2995,5138,58.29116387699494
Planctomycetota,CF14,2281,5138,44.394706111327366
Planctomycetota,CF15_17,6,5138,0.11677695601401324
Planctomycetota,CF16,1870,5138,36.395484624367455
Planctomycetota,CF17_20,556,5138,10.82133125729856
Planctomycetota,CF18,532,5138,10.354223433242508
Planctomycetota,CF19,2,5138,0.038925652004671074
Planctomycetota,CF20,2,5138,0.038925652004671074
Planctomycetota,CF21,762,5138,14.83067341377968
Planctomycetota,CF22,8,5138,0.1557026080186843
Planctomycetota,CF23,236,5138,4.593226936551187
Planctomycetota,CF24,135,5138,2.627481510315298
Planctomycetota,CF25,12,5138,0.23355391202802647
Planctomycetota,CF26,3,5138,0.05838847800700662
Planctomycetota,CF2_10,112,5138,2.17983651226158
Planctomycetota,CF2_4,172,5138,3.3476060724017125
Planctomycetota,CF4,116,5138,2.2576878162709226
Planctomycetota,CF5,1311,5138,25.51576488906189
Planctomycetota,CF6,348,5138,6.773063448812768
Planctomycetota,CF7,610,5138,11.872323861424679
Planctomycetota,CF8,22,5138,0.42818217205138187
Planctomycetota,CF9_9,192,5138,3.7368625924484236
Poribacteria,CF12,106,155,68.38709677419355
Poribacteria,CF13,101,155,65.16129032258064
Poribacteria,CF14,77,155,49.67741935483871
Poribacteria,CF17_20,1,155,0.6451612903225806
Poribacteria,CF23,1,155,0.6451612903225806
Poribacteria,CF24,101,155,65.16129032258064
Poribacteria,CF4,1,155,0.6451612903225806
Poribacteria,CF6,82,155,52.903225806451616
Poribacteria,CF7,1,155,0.6451612903225806
Poribacteria,CF9_9,67,155,43.225806451612904
Pseudomonadota,CF0,9051,267130,3.3882379365851834
Pseudomonadota,CF1,16902,267130,6.3272563920188665
Pseudomonadota,CF10,1967,267130,0.7363455995208326
Pseudomonadota,CF11,3609,267130,1.351027589563134
Pseudomonadota,CF12,35515,267130,13.295024894246247
Pseudomonadota,CF13,33630,267130,12.589375959270768
Pseudomonadota,CF14,33083,267130,12.384606745779209
Pseudomonadota,CF15_17,24654,267130,9.229214240257551
Pseudomonadota,CF16,25162,267130,9.419383820611687
Pseudomonadota,CF17_20,18036,267130,6.751768801707033
Pseudomonadota,CF18,13795,267130,5.164152285404111
Pseudomonadota,CF19,6103,267130,2.284655411223
Pseudomonadota,CF20,1053,267130,0.3941900947104406
Pseudomonadota,CF21,16375,267130,6.129974169879834
Pseudomonadota,CF22,7386,267130,2.764945906487478
Pseudomonadota,CF23,13513,267130,5.058585707333508
Pseudomonadota,CF24,32648,267130,12.221764683861789
Pseudomonadota,CF25,1827,267130,0.6839366600531577
Pseudomonadota,CF26,2609,267130,0.9766780219368847
Pseudomonadota,CF2_10,9098,267130,3.405832366263617
Pseudomonadota,CF2_4,11122,267130,4.163515891139146
Pseudomonadota,CF3,3715,267130,1.3907086437315164
Pseudomonadota,CF4,18406,267130,6.890278141728746
Pseudomonadota,CF5,17928,267130,6.711339048403399
Pseudomonadota,CF6,9742,267130,3.6469134878149214
Pseudomonadota,CF7,12322,267130,4.612735372290645
Pseudomonadota,CF8,9223,267130,3.452626062216898
Pseudomonadota,CF9_9,10125,267130,3.790289372215775
RBG-13-61-14,CF12,5,5,100.0
RBG-13-61-14,CF13,5,5,100.0
RBG-13-61-14,CF14,5,5,100.0
RBG-13-61-14,CF24,3,5,60.0
RBG-13-61-14,CF6,3,5,60.0
RBG-13-61-14,CF7,2,5,40.0
RBG-13-66-14,CF12,16,20,80.0
RBG-13-66-14,CF13,6,20,30.0
RBG-13-66-14,CF14,9,20,45.0
RBG-13-66-14,CF17_20,2,20,10.0
RBG-13-66-14,CF24,7,20,35.0
RBG-13-66-14,CF6,10,20,50.0
RBG-13-66-14,CF9_9,2,20,10.0
RUG730,CF1,1,5,20.0
RUG730,CF12,3,5,60.0
RUG730,CF13,2,5,40.0
RUG730,CF14,1,5,20.0
RUG730,CF15_17,3,5,60.0
RUG730,CF22,1,5,20.0
RUG730,CF2_4,1,5,20.0
RUG730,CF6,1,5,20.0
Ratteibacteria,CF12,43,78,55.12820512820513
Ratteibacteria,CF13,3,78,3.8461538461538463
Ratteibacteria,CF14,10,78,12.82051282051282
Ratteibacteria,CF18,12,78,15.384615384615385
Ratteibacteria,CF21,3,78,3.8461538461538463
Ratteibacteria,CF23,5,78,6.41025641025641
Ratteibacteria,CF24,31,78,39.743589743589745
Ratteibacteria,CF6,22,78,28.205128205128204
Ratteibacteria,CF7,4,78,5.128205128205128
SAR324,CF1,5,335,1.4925373134328357
SAR324,CF12,68,335,20.298507462686565
SAR324,CF13,65,335,19.402985074626866
SAR324,CF14,62,335,18.507462686567163
SAR324,CF15_17,1,335,0.2985074626865672
SAR324,CF16,58,335,17.313432835820898
SAR324,CF17_20,33,335,9.850746268656717
SAR324,CF20,1,335,0.2985074626865672
SAR324,CF23,1,335,0.2985074626865672
SAR324,CF24,63,335,18.80597014925373
SAR324,CF2_10,20,335,5.970149253731343
SAR324,CF2_4,21,335,6.26865671641791
SAR324,CF4,5,335,1.4925373134328357
SAR324,CF5,42,335,12.53731343283582
SAR324,CF6,5,335,1.4925373134328357
SAR324,CF7,2,335,0.5970149253731344
SAR324,CF9_9,5,335,1.4925373134328357
SM23-31,CF12,6,7,85.71428571428571
SM23-31,CF13,3,7,42.857142857142854
SM23-31,CF14,3,7,42.857142857142854
SM23-31,CF17_20,1,7,14.285714285714285
SM23-31,CF6,2,7,28.57142857142857
SM23-31,CF9_9,6,7,85.71428571428571
SZUA-182,CF12,11,11,100.0
SZUA-182,CF13,10,11,90.9090909090909
SZUA-182,CF14,10,11,90.9090909090909
SZUA-182,CF18,1,11,9.090909090909092
SZUA-182,CF24,10,11,90.9090909090909
SZUA-182,CF6,4,11,36.36363636363637
SZUA-182,CF7,1,11,9.090909090909092
SZUA-182,CF9_9,1,11,9.090909090909092
SZUA-79,CF12,35,137,25.547445255474454
SZUA-79,CF14,31,137,22.62773722627737
SZUA-79,CF15_17,27,137,19.708029197080293
SZUA-79,CF7,1,137,0.7299270072992701
Schekmanbacteria,CF12,4,8,50.0
Schekmanbacteria,CF13,3,8,37.5
Schekmanbacteria,CF14,4,8,50.0
Schekmanbacteria,CF24,2,8,25.0
Schekmanbacteria,CF6,3,8,37.5
Spirochaetota,CF0,734,5241,14.004960885327227
Spirochaetota,CF1,238,5241,4.541118107231444
Spirochaetota,CF10,35,5241,0.6678114863575654
Spirochaetota,CF11,112,5241,2.1369967563442094
Spirochaetota,CF12,1509,5241,28.79221522610189
Spirochaetota,CF13,1489,5241,28.410608662468995
Spirochaetota,CF14,1211,5241,23.10627742797176
Spirochaetota,CF15_17,18,5241,0.34344590726960506
Spirochaetota,CF16,476,5241,9.082236214462888
Spirochaetota,CF17_20,370,5241,7.059721427208548
Spirochaetota,CF18,141,5241,2.6903262736119062
Spirochaetota,CF19,10,5241,0.19080328181644723
Spirochaetota,CF21,26,5241,0.4960885327227629
Spirochaetota,CF22,20,5241,0.38160656363289447
Spirochaetota,CF23,272,5241,5.189849265407364
Spirochaetota,CF24,1082,5241,20.64491509253959
Spirochaetota,CF25,24,5241,0.45792787635947335
Spirochaetota,CF26,598,5241,11.410036252623545
Spirochaetota,CF2_10,339,5241,6.468231253577561
Spirochaetota,CF2_4,841,5241,16.04655600076321
Spirochaetota,CF3,169,5241,3.224575462697958
Spirochaetota,CF4,90,5241,1.7172295363480254
Spirochaetota,CF5,76,5241,1.4501049418049992
Spirochaetota,CF6,862,5241,16.44724289257775
Spirochaetota,CF7,198,5241,3.777904979965655
Spirochaetota,CF8,749,5241,14.291165808051897
Spirochaetota,CF9_9,800,5241,15.264262545315779
Sumerlaeota,CF1,7,79,8.860759493670885
Sumerlaeota,CF12,51,79,64.55696202531645
Sumerlaeota,CF13,47,79,59.49367088607595
Sumerlaeota,CF14,43,79,54.43037974683544
Sumerlaeota,CF16,23,79,29.11392405063291
Sumerlaeota,CF17_20,6,79,7.59493670886076
Sumerlaeota,CF18,7,79,8.860759493670885
Sumerlaeota,CF20,2,79,2.5316455696202533
Sumerlaeota,CF21,2,79,2.5316455696202533
Sumerlaeota,CF23,1,79,1.2658227848101267
Sumerlaeota,CF24,48,79,60.75949367088608
Sumerlaeota,CF4,4,79,5.063291139240507
Sumerlaeota,CF5,17,79,21.518987341772153
Sumerlaeota,CF6,17,79,21.518987341772153
Sumerlaeota,CF7,10,79,12.658227848101266
Sumerlaeota,CF9_9,3,79,3.79746835443038
Synergistota,CF0,153,665,23.007518796992482
Synergistota,CF1,1,665,0.15037593984962408
Synergistota,CF11,15,665,2.2556390977443606
Synergistota,CF12,226,665,33.98496240601504
Synergistota,CF13,209,665,31.428571428571427
Synergistota,CF14,66,665,9.924812030075188
Synergistota,CF15_17,209,665,31.428571428571427
Synergistota,CF17_20,78,665,11.729323308270677
Synergistota,CF18,7,665,1.0526315789473684
Synergistota,CF20,5,665,0.7518796992481203
Synergistota,CF21,2,665,0.30075187969924816
Synergistota,CF22,3,665,0.4511278195488722
Synergistota,CF23,19,665,2.857142857142857
Synergistota,CF24,203,665,30.526315789473685
Synergistota,CF25,1,665,0.15037593984962408
Synergistota,CF26,3,665,0.4511278195488722
Synergistota,CF2_10,72,665,10.827067669172932
Synergistota,CF2_4,196,665,29.47368421052631
Synergistota,CF3,48,665,7.218045112781955
Synergistota,CF5,203,665,30.526315789473685
